"organism";"seq";"address"
"Methanoculleus sediminis";"NZ_JXOJ01000007.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JXOJ01000007.1"
"Methanoculleus sediminis";"NZ_JXOJ01000006.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JXOJ01000006.1"
"Methanoculleus sediminis";"NZ_JXOJ01000005.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JXOJ01000005.1"
"Methanoculleus sediminis";"NZ_JXOJ01000004.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JXOJ01000004.1"
"Methanoculleus sediminis";"NZ_JXOJ01000003.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JXOJ01000003.1"
"Methanoculleus sediminis";"NZ_JXOJ01000002.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JXOJ01000002.1"
"Methanoculleus sediminis";"NZ_JXOJ01000001.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JXOJ01000001.1"
"Methanoculleus sediminis";"NR_136474.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_136474.1"
"Methanoculleus sediminis";"KM111600.1";"https://www.ncbi.nlm.nih.gov/nuccore/KM111600.1"
"Methanoculleus sediminis";"JXOJ00000000.1";"https://www.ncbi.nlm.nih.gov/nuccore/JXOJ00000000.1"
"Methanoculleus sediminis";"JXOJ01000001.1";"https://www.ncbi.nlm.nih.gov/nuccore/JXOJ01000001.1"
"Methanoculleus submarinus";"KJ155660.1";"https://www.ncbi.nlm.nih.gov/nuccore/KJ155660.1"
"Methanoculleus submarinus";"KJ155659.1";"https://www.ncbi.nlm.nih.gov/nuccore/KJ155659.1"
"Methanoculleus submarinus";"NR_028856.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_028856.1"
"Methanoculleus submarinus";"AF531178.1";"https://www.ncbi.nlm.nih.gov/nuccore/AF531178.1"
"Methanoculleus submarinus";"JN004139.1";"https://www.ncbi.nlm.nih.gov/nuccore/JN004139.1"
"Methanoculleus submarinus";"DQ229156.1";"https://www.ncbi.nlm.nih.gov/nuccore/DQ229156.1"
"Methanoculleus thermophilus";"NZ_BCNX00000000.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BCNX00000000.1"
"Methanoculleus thermophilus";"NZ_BCNX01000023.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BCNX01000023.1"
"Methanoculleus thermophilus";"NZ_BCNX01000022.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BCNX01000022.1"
"Methanoculleus thermophilus";"NZ_BCNX01000021.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BCNX01000021.1"
"Methanoculleus thermophilus";"NZ_BCNX01000020.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BCNX01000020.1"
"Methanoculleus thermophilus";"NZ_BCNX01000019.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BCNX01000019.1"
"Methanoculleus thermophilus";"NZ_BCNX01000018.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BCNX01000018.1"
"Methanoculleus thermophilus";"NZ_BCNX01000017.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BCNX01000017.1"
"Methanoculleus thermophilus";"NZ_BCNX01000016.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BCNX01000016.1"
"Methanoculleus thermophilus";"NZ_BCNX01000015.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BCNX01000015.1"
"Methanoculleus thermophilus";"NZ_BCNX01000014.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BCNX01000014.1"
"Methanoculleus thermophilus";"NZ_BCNX01000013.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BCNX01000013.1"
"Methanoculleus thermophilus";"NZ_BCNX01000012.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BCNX01000012.1"
"Methanoculleus thermophilus";"NZ_BCNX01000011.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BCNX01000011.1"
"Methanoculleus thermophilus";"NZ_BCNX01000010.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BCNX01000010.1"
"Methanoculleus thermophilus";"NZ_BCNX01000009.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BCNX01000009.1"
"Methanoculleus thermophilus";"NZ_BCNX01000008.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BCNX01000008.1"
"Methanoculleus thermophilus";"NZ_BCNX01000007.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BCNX01000007.1"
"Methanoculleus thermophilus";"NZ_BCNX01000006.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BCNX01000006.1"
"Methanoculleus thermophilus";"NZ_BCNX01000005.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BCNX01000005.1"
"Methanofollis aquaemaris";"NR_041801.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_041801.1"
"Methanofollis aquaemaris";"AF262035.1";"https://www.ncbi.nlm.nih.gov/nuccore/AF262035.1"
"Methanofollis ethanolicus";"NZ_BCNW00000000.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BCNW00000000.1"
"Methanofollis ethanolicus";"NZ_BCNW01000003.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BCNW01000003.1"
"Methanofollis ethanolicus";"NZ_BCNW01000002.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BCNW01000002.1"
"Methanofollis ethanolicus";"NZ_BCNW01000001.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BCNW01000001.1"
"Methanofollis ethanolicus";"BCNW01000001.1";"https://www.ncbi.nlm.nih.gov/nuccore/BCNW01000001.1"
"Methanofollis ethanolicus";"BCNW01000002.1";"https://www.ncbi.nlm.nih.gov/nuccore/BCNW01000002.1"
"Methanofollis ethanolicus";"BCNW01000003.1";"https://www.ncbi.nlm.nih.gov/nuccore/BCNW01000003.1"
"Methanofollis ethanolicus";"NR_041669.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_041669.1"
"Methanofollis ethanolicus";"AB703644.1";"https://www.ncbi.nlm.nih.gov/nuccore/AB703644.1"
"Methanofollis ethanolicus";"AB703643.1";"https://www.ncbi.nlm.nih.gov/nuccore/AB703643.1"
"Methanofollis ethanolicus";"AB371073.1";"https://www.ncbi.nlm.nih.gov/nuccore/AB371073.1"
"Methanofollis formosanus";"NR_042767.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_042767.1"
"Methanofollis formosanus";"AY186542.1";"https://www.ncbi.nlm.nih.gov/nuccore/AY186542.1"
"Methanofollis liminatans";"AF414041.1";"https://www.ncbi.nlm.nih.gov/nuccore/AF414041.1"
"Methanofollis liminatans";"NZ_CM001555.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_CM001555.1"
"Methanofollis liminatans";"NZ_AGCO00000000.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_AGCO00000000.1"
"Methanofollis liminatans";"CM001555.1";"https://www.ncbi.nlm.nih.gov/nuccore/CM001555.1"
"Methanofollis liminatans";"NR_114490.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_114490.1"
"Methanofollis liminatans";"NR_028254.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_028254.1"
"Methanofollis liminatans";"KM041257.1";"https://www.ncbi.nlm.nih.gov/nuccore/KM041257.1"
"Methanofollis liminatans";"AGCO01000001.1";"https://www.ncbi.nlm.nih.gov/nuccore/AGCO01000001.1"
"Methanofollis liminatans";"AGCO01000002.1";"https://www.ncbi.nlm.nih.gov/nuccore/AGCO01000002.1"
"Methanofollis liminatans";"AGCO01000003.1";"https://www.ncbi.nlm.nih.gov/nuccore/AGCO01000003.1"
"Methanofollis liminatans";"AGCO01000004.1";"https://www.ncbi.nlm.nih.gov/nuccore/AGCO01000004.1"
"Methanofollis liminatans";"AGCO01000005.1";"https://www.ncbi.nlm.nih.gov/nuccore/AGCO01000005.1"
"Methanofollis liminatans";"AGCO01000006.1";"https://www.ncbi.nlm.nih.gov/nuccore/AGCO01000006.1"
"Methanofollis liminatans";"AGCO01000007.1";"https://www.ncbi.nlm.nih.gov/nuccore/AGCO01000007.1"
"Methanofollis liminatans";"AF095271.1";"https://www.ncbi.nlm.nih.gov/nuccore/AF095271.1"
"Methanofollis liminatans";"AY196677.1";"https://www.ncbi.nlm.nih.gov/nuccore/AY196677.1"
"Methanofollis liminatans";"Y18730.1";"https://www.ncbi.nlm.nih.gov/nuccore/Y18730.1"
"Methanofollis liminatans";"Y16429.1";"https://www.ncbi.nlm.nih.gov/nuccore/Y16429.1"
"Methanofollis liminatans";"Y16428.1";"https://www.ncbi.nlm.nih.gov/nuccore/Y16428.1"
"Methanofollis tationis";"NR_041717.2";"https://www.ncbi.nlm.nih.gov/nuccore/NR_041717.2"
"Methanofollis tationis";"AF095272.1";"https://www.ncbi.nlm.nih.gov/nuccore/AF095272.1"
"Methanogenium boonei";"NR_115706.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_115706.1"
"Methanogenium boonei";"DQ229161.1";"https://www.ncbi.nlm.nih.gov/nuccore/DQ229161.1"
"Methanogenium boonei";"DQ177343.1";"https://www.ncbi.nlm.nih.gov/nuccore/DQ177343.1"
"Methanogenium cariaci";"EF118010.1";"https://www.ncbi.nlm.nih.gov/nuccore/EF118010.1"
"Methanogenium cariaci";"NZ_BBBG00000000.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BBBG00000000.1"
"Methanogenium cariaci";"NZ_BBBG01000052.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BBBG01000052.1"
"Methanogenium cariaci";"NZ_BBBG01000051.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BBBG01000051.1"
"Methanogenium cariaci";"NZ_BBBG01000050.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BBBG01000050.1"
"Methanogenium cariaci";"NZ_BBBG01000049.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BBBG01000049.1"
"Methanogenium cariaci";"NZ_BBBG01000048.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BBBG01000048.1"
"Methanogenium cariaci";"NZ_BBBG01000047.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BBBG01000047.1"
"Methanogenium cariaci";"NZ_BBBG01000046.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BBBG01000046.1"
"Methanogenium cariaci";"NZ_BBBG01000045.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BBBG01000045.1"
"Methanogenium cariaci";"NZ_BBBG01000044.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BBBG01000044.1"
"Methanogenium cariaci";"NZ_BBBG01000043.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BBBG01000043.1"
"Methanogenium cariaci";"NZ_BBBG01000042.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BBBG01000042.1"
"Methanogenium cariaci";"NZ_BBBG01000041.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BBBG01000041.1"
"Methanogenium cariaci";"NZ_BBBG01000040.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BBBG01000040.1"
"Methanogenium cariaci";"NZ_BBBG01000039.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BBBG01000039.1"
"Methanogenium cariaci";"NZ_BBBG01000038.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BBBG01000038.1"
"Methanogenium cariaci";"NZ_BBBG01000037.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BBBG01000037.1"
"Methanogenium cariaci";"NZ_BBBG01000036.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BBBG01000036.1"
"Methanogenium cariaci";"NZ_BBBG01000035.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_BBBG01000035.1"
"Methanogenium frigidum";"NR_104790.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_104790.1"
"Methanogenium frigidum";"FR749908.1";"https://www.ncbi.nlm.nih.gov/nuccore/FR749908.1"
"Methanogenium frigidum";"DQ229158.1";"https://www.ncbi.nlm.nih.gov/nuccore/DQ229158.1"
"Methanogenium frigidum";"AF009219.1";"https://www.ncbi.nlm.nih.gov/nuccore/AF009219.1"
"Methanogenium marinum";"NR_028225.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_028225.1"
"Methanogenium marinum";"DQ229159.1";"https://www.ncbi.nlm.nih.gov/nuccore/DQ229159.1"
"Methanogenium marinum";"DQ177345.1";"https://www.ncbi.nlm.nih.gov/nuccore/DQ177345.1"
"Methanogenium marinum";"DQ177344.1";"https://www.ncbi.nlm.nih.gov/nuccore/DQ177344.1"
"Methanogenium organophilum";"NR_044721.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_044721.1"
"Methanogenium organophilum";"M59131.2";"https://www.ncbi.nlm.nih.gov/nuccore/M59131.2"
"Methanogenium organophilum";"AB353222.1";"https://www.ncbi.nlm.nih.gov/nuccore/AB353222.1"
"Methanogenium organophilum";"DQ229160.1";"https://www.ncbi.nlm.nih.gov/nuccore/DQ229160.1"
"Methanohalobium evestigatum";"LG076043.1";"https://www.ncbi.nlm.nih.gov/nuccore/LG076043.1"
"Methanohalobium evestigatum";"KT285310.1";"https://www.ncbi.nlm.nih.gov/nuccore/KT285310.1"
"Methanohalobium evestigatum";"NC_014254.1";"https://www.ncbi.nlm.nih.gov/nuccore/NC_014254.1"
"Methanohalobium evestigatum";"NC_014253.1";"https://www.ncbi.nlm.nih.gov/nuccore/NC_014253.1"
"Methanohalobium evestigatum";"CP002070.1";"https://www.ncbi.nlm.nih.gov/nuccore/CP002070.1"
"Methanohalobium evestigatum";"CP002069.1";"https://www.ncbi.nlm.nih.gov/nuccore/CP002069.1"
"Methanohalobium evestigatum";"NR_104739.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_104739.1"
"Methanohalobium evestigatum";"NR_076759.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_076759.1"
"Methanohalobium evestigatum";"NR_074251.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_074251.1"
"Methanohalobium evestigatum";"NR_075766.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_075766.1"
"Methanohalobium evestigatum";"U22236.1";"https://www.ncbi.nlm.nih.gov/nuccore/U22236.1"
"Methanohalobium evestigatum";"FR733675.1";"https://www.ncbi.nlm.nih.gov/nuccore/FR733675.1"
"Methanohalobium evestigatum";"U20149.1";"https://www.ncbi.nlm.nih.gov/nuccore/U20149.1"
"Methanohalobium evestigatum";"X62861.1";"https://www.ncbi.nlm.nih.gov/nuccore/X62861.1"
"Methanohalophilus euhalobius";"X98192.1";"https://www.ncbi.nlm.nih.gov/nuccore/X98192.1"
"Methanohalophilus halophilus";"NZ_CP017921.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_CP017921.1"
"Methanohalophilus halophilus";"CP017921.1";"https://www.ncbi.nlm.nih.gov/nuccore/CP017921.1"
"Methanohalophilus halophilus";"FNMU00000000.1";"https://www.ncbi.nlm.nih.gov/nuccore/FNMU00000000.1"
"Methanohalophilus halophilus";"FNMU01000001.1";"https://www.ncbi.nlm.nih.gov/nuccore/FNMU01000001.1"
"Methanohalophilus halophilus";"FNMU01000002.1";"https://www.ncbi.nlm.nih.gov/nuccore/FNMU01000002.1"
"Methanohalophilus halophilus";"FNMU01000003.1";"https://www.ncbi.nlm.nih.gov/nuccore/FNMU01000003.1"
"Methanohalophilus halophilus";"FNMU01000004.1";"https://www.ncbi.nlm.nih.gov/nuccore/FNMU01000004.1"
"Methanohalophilus halophilus";"FNMU01000005.1";"https://www.ncbi.nlm.nih.gov/nuccore/FNMU01000005.1"
"Methanohalophilus halophilus";"FNMU01000006.1";"https://www.ncbi.nlm.nih.gov/nuccore/FNMU01000006.1"
"Methanohalophilus halophilus";"FNMU01000007.1";"https://www.ncbi.nlm.nih.gov/nuccore/FNMU01000007.1"
"Methanohalophilus halophilus";"FNMU01000008.1";"https://www.ncbi.nlm.nih.gov/nuccore/FNMU01000008.1"
"Methanohalophilus halophilus";"FNMU01000009.1";"https://www.ncbi.nlm.nih.gov/nuccore/FNMU01000009.1"
"Methanohalophilus halophilus";"FNMU01000010.1";"https://www.ncbi.nlm.nih.gov/nuccore/FNMU01000010.1"
"Methanohalophilus halophilus";"JQ346755.1";"https://www.ncbi.nlm.nih.gov/nuccore/JQ346755.1"
"Methanohalophilus halophilus";"NR_117047.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_117047.1"
"Methanohalophilus halophilus";"NR_104736.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_104736.1"
"Methanohalophilus halophilus";"AB703633.1";"https://www.ncbi.nlm.nih.gov/nuccore/AB703633.1"
"Methanohalophilus halophilus";"U22259.1";"https://www.ncbi.nlm.nih.gov/nuccore/U22259.1"
"Methanohalophilus halophilus";"FR733671.1";"https://www.ncbi.nlm.nih.gov/nuccore/FR733671.1"
"Methanohalophilus halophilus";"FN870068.1";"https://www.ncbi.nlm.nih.gov/nuccore/FN870068.1"
"Methanohalophilus levihalophilus";"NR_125474.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_125474.1"
"Methanohalophilus levihalophilus";"AB889606.1";"https://www.ncbi.nlm.nih.gov/nuccore/AB889606.1"
"Methanohalophilus levihalophilus";"AB889605.1";"https://www.ncbi.nlm.nih.gov/nuccore/AB889605.1"
"Methanohalophilus mahii";"AY523658.1";"https://www.ncbi.nlm.nih.gov/nuccore/AY523658.1"
"Methanohalophilus mahii";"LG076045.1";"https://www.ncbi.nlm.nih.gov/nuccore/LG076045.1"
"Methanohalophilus mahii";"NC_014002.1";"https://www.ncbi.nlm.nih.gov/nuccore/NC_014002.1"
"Methanohalophilus mahii";"CP001994.1";"https://www.ncbi.nlm.nih.gov/nuccore/CP001994.1"
"Methanohalophilus mahii";"NR_076739.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_076739.1"
"Methanohalophilus mahii";"NR_074239.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_074239.1"
"Methanohalophilus mahii";"NR_044722.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_044722.1"
"Methanohalophilus mahii";"NR_075745.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_075745.1"
"Methanohalophilus mahii";"NC_005563.1";"https://www.ncbi.nlm.nih.gov/nuccore/NC_005563.1"
"Methanohalophilus mahii";"M59133.2";"https://www.ncbi.nlm.nih.gov/nuccore/M59133.2"
"Methanohalophilus mahii";"U22237.1";"https://www.ncbi.nlm.nih.gov/nuccore/U22237.1"
"Methanohalophilus mahii";"AB353223.1";"https://www.ncbi.nlm.nih.gov/nuccore/AB353223.1"
"Methanohalophilus portucalensis";"NZ_JWTK00000000.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JWTK00000000.1"
"Methanohalophilus portucalensis";"NZ_JWTK01000015.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JWTK01000015.1"
"Methanohalophilus portucalensis";"NZ_JWTK01000014.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JWTK01000014.1"
"Methanohalophilus portucalensis";"NZ_JWTK01000013.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JWTK01000013.1"
"Methanohalophilus portucalensis";"NZ_JWTK01000012.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JWTK01000012.1"
"Methanohalophilus portucalensis";"NZ_JWTK01000011.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JWTK01000011.1"
"Methanohalophilus portucalensis";"NZ_JWTK01000010.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JWTK01000010.1"
"Methanohalophilus portucalensis";"NZ_JWTK01000009.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JWTK01000009.1"
"Methanohalophilus portucalensis";"NZ_JWTK01000008.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JWTK01000008.1"
"Methanohalophilus portucalensis";"NZ_JWTK01000007.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JWTK01000007.1"
"Methanohalophilus portucalensis";"NZ_JWTK01000006.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JWTK01000006.1"
"Methanohalophilus portucalensis";"NZ_JWTK01000005.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JWTK01000005.1"
"Methanohalophilus portucalensis";"NZ_JWTK01000004.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JWTK01000004.1"
"Methanohalophilus portucalensis";"NZ_JWTK01000003.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JWTK01000003.1"
"Methanohalophilus portucalensis";"NZ_JWTK01000002.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JWTK01000002.1"
"Methanohalophilus portucalensis";"NZ_JWTK01000001.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JWTK01000001.1"
"Methanohalophilus portucalensis";"JWTK00000000.1";"https://www.ncbi.nlm.nih.gov/nuccore/JWTK00000000.1"
"Methanohalophilus portucalensis";"JWTK01000001.1";"https://www.ncbi.nlm.nih.gov/nuccore/JWTK01000001.1"
"Methanohalophilus portucalensis";"JWTK01000002.1";"https://www.ncbi.nlm.nih.gov/nuccore/JWTK01000002.1"
"Methanohalophilus portucalensis";"JWTK01000003.1";"https://www.ncbi.nlm.nih.gov/nuccore/JWTK01000003.1"
"Methanolacinia paynteri";"JQ346754.1";"https://www.ncbi.nlm.nih.gov/nuccore/JQ346754.1"
"Methanolacinia paynteri";"KU258271.1";"https://www.ncbi.nlm.nih.gov/nuccore/KU258271.1"
"Methanolacinia paynteri";"NZ_AXDV00000000.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_AXDV00000000.1"
"Methanolacinia paynteri";"NZ_KN360945.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_KN360945.1"
"Methanolacinia paynteri";"NZ_KN360944.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_KN360944.1"
"Methanolacinia paynteri";"NZ_KN360943.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_KN360943.1"
"Methanolacinia paynteri";"NZ_KN360942.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_KN360942.1"
"Methanolacinia paynteri";"NZ_KN360941.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_KN360941.1"
"Methanolacinia paynteri";"NZ_KN360940.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_KN360940.1"
"Methanolacinia paynteri";"NZ_KN360939.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_KN360939.1"
"Methanolacinia paynteri";"NZ_KN360938.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_KN360938.1"
"Methanolacinia paynteri";"NZ_KN360937.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_KN360937.1"
"Methanolacinia paynteri";"NZ_KN360936.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_KN360936.1"
"Methanolacinia paynteri";"NZ_KN360935.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_KN360935.1"
"Methanolacinia paynteri";"NZ_KN360934.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_KN360934.1"
"Methanolacinia paynteri";"NZ_KN360933.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_KN360933.1"
"Methanolacinia paynteri";"NZ_KN360932.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_KN360932.1"
"Methanolacinia paynteri";"NZ_KN360931.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_KN360931.1"
"Methanolacinia paynteri";"NZ_KN360930.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_KN360930.1"
"Methanolacinia paynteri";"NZ_KN360929.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_KN360929.1"
"Methanolinea mesophila";"NR_112799.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_112799.1"
"Methanolinea mesophila";"AB496719.1";"https://www.ncbi.nlm.nih.gov/nuccore/AB496719.1"
"Methanolinea mesophila";"AB447467.1";"https://www.ncbi.nlm.nih.gov/nuccore/AB447467.1"
"Methanolinea tarda";"KX926563.1";"https://www.ncbi.nlm.nih.gov/nuccore/KX926563.1"
"Methanolinea tarda";"AGIY02000001.1";"https://www.ncbi.nlm.nih.gov/nuccore/AGIY02000001.1"
"Methanolinea tarda";"NZ_AGIY00000000.2";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_AGIY00000000.2"
"Methanolinea tarda";"NZ_AGIY02000001.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_AGIY02000001.1"
"Methanolinea tarda";"KP109826.1";"https://www.ncbi.nlm.nih.gov/nuccore/KP109826.1"
"Methanolinea tarda";"KP109880.1";"https://www.ncbi.nlm.nih.gov/nuccore/KP109880.1"
"Methanolinea tarda";"NR_028163.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_028163.1"
"Methanolinea tarda";"AB703641.1";"https://www.ncbi.nlm.nih.gov/nuccore/AB703641.1"
"Methanolinea tarda";"FJ155846.1";"https://www.ncbi.nlm.nih.gov/nuccore/FJ155846.1"
"Methanolinea tarda";"AB300466.1";"https://www.ncbi.nlm.nih.gov/nuccore/AB300466.1"
"Methanolinea tarda";"AB162774.1";"https://www.ncbi.nlm.nih.gov/nuccore/AB162774.1"
"Methanolobus bombayensis";"NR_104745.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_104745.1"
"Methanolobus bombayensis";"U22257.1";"https://www.ncbi.nlm.nih.gov/nuccore/U22257.1"
"Methanolobus bombayensis";"FR733684.1";"https://www.ncbi.nlm.nih.gov/nuccore/FR733684.1"
"Methanolobus bombayensis";"U20148.1";"https://www.ncbi.nlm.nih.gov/nuccore/U20148.1"
"Methanolobus oregonensis";"NR_028237.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_028237.1"
"Methanolobus oregonensis";"U22242.1";"https://www.ncbi.nlm.nih.gov/nuccore/U22242.1"
"Methanolobus oregonensis";"U20152.1";"https://www.ncbi.nlm.nih.gov/nuccore/U20152.1"
"Methanolobus profundi";"FOUJ00000000.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOUJ00000000.1"
"Methanolobus profundi";"FOUJ01000001.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOUJ01000001.1"
"Methanolobus profundi";"FOUJ01000002.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOUJ01000002.1"
"Methanolobus profundi";"FOUJ01000003.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOUJ01000003.1"
"Methanolobus profundi";"FOUJ01000004.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOUJ01000004.1"
"Methanolobus profundi";"FOUJ01000005.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOUJ01000005.1"
"Methanolobus profundi";"FOUJ01000006.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOUJ01000006.1"
"Methanolobus profundi";"FOUJ01000007.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOUJ01000007.1"
"Methanolobus profundi";"FOUJ01000008.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOUJ01000008.1"
"Methanolobus profundi";"FOUJ01000009.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOUJ01000009.1"
"Methanolobus profundi";"FOUJ01000010.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOUJ01000010.1"
"Methanolobus profundi";"FOUJ01000011.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOUJ01000011.1"
